feature,spearman_r,spearman_p,kendall_t,kendall_p,direction_conflict,mutual_info_norm,partial_r,partial_p,mw_effect_top10,mw_p_top10,mw_effect_top20,mw_p_top20,has_breakpoint,breakpoint_value
token_count,-0.6886430835867267,0.0,-0.5042857484512552,0.0,False,0.6226198808111757,0.005587603208534677,0.4174826925558107,-0.8723539891050796,0.0,-0.833022898681413,0.0,True,1036.7769321459616
char_count,-0.6954064640895415,0.0,-0.5096745196028722,0.0,False,0.5259118617964889,-0.0734175466654861,1.4421128549795224e-26,-0.8741021952996062,0.0,-0.8362735343769416,0.0,True,10819.15813928152
non_whitespace_char_count,-0.6951000534768877,0.0,-0.5094945252657216,0.0,False,0.5212587216600033,0.06781405003063523,6.752297741069734e-23,-0.8739999226315533,0.0,-0.8360130325334727,0.0,True,9039.187221730544
word_count,-0.6988318960166838,0.0,-0.5134638836078348,0.0,False,0.5152696260847878,-0.0904923065261631,1.5328718796084136e-39,-0.8758362456740816,0.0,-0.8384541168931132,0.0,True,1661.000933909244
syllable_count,-0.6967536557042692,0.0,-0.5111640338894389,0.0,False,0.4996106179362655,0.026856565484940552,9.70991778300626e-05,-0.8747061602521009,0.0,-0.8367610381243686,0.0,True,2891.0221949231386
sentence_count,-0.6944168691831193,0.0,-0.5151018698327252,0.0,False,0.424104787695245,0.07819573609082889,6.317992585264723e-30,-0.877792304405151,0.0,-0.8431025611711431,0.0,True,80.24031273204817
lexical_diversity,0.6211885620050648,0.0,0.4489307400926777,0.0,False,0.40353420983453286,-0.11268669544989596,1.799752508827385e-60,0.8343938422733976,0.0,0.782329724754237,0.0,True,0.472081212322963
entity_count,-0.5868780911189493,0.0,-0.42305328931262665,0.0,False,0.3754377165954701,0.18126743526028144,5.2864167182663045e-155,-0.7972795119534251,0.0,-0.7416858702920677,0.0,True,316.5536278618085
sentiment_polarity,-0.23923131316831805,7.888764467923777e-272,-0.1764811724969112,7.007183284239981e-304,False,0.3463349966267599,-0.032231242897862715,2.894970946946421e-06,-0.0879215979029544,3.139059093770539e-11,-0.24944720167127077,3.1847494976024268e-139,True,0.21037954083358726
avg_words_per_sentence,-0.2967151847966184,0.0,-0.20409668887747057,0.0,False,0.33505027756819933,0.11895627211446384,3.1710868717201226e-67,-0.22715571341925633,9.061890115637431e-66,-0.2889239137309896,1.616666030525435e-185,True,20.1109913735257
lexical_density,-0.0035435310064364607,0.6071218453039353,-0.003851996630863107,0.4113463213369135,False,0.3118995193163956,-0.0029462776590366184,0.6689999341727174,-0.08821846925125376,2.8890066421018633e-11,-0.053909069466669735,5.960319976247761e-08,True,0.5890464408041938
gunning_fog_index,-0.21491341576168174,1.5588355102851034e-218,-0.1450952060629654,2.073291614844856e-210,False,0.3024854312098074,-0.07494767172465759,1.2778047979167007e-27,-0.011975848818046586,0.36650702107840627,-0.13107098672415862,1.1782564025371181e-39,True,14.055322994897464
avg_syllables_per_word,0.2227620366994511,4.792822307607792e-235,0.15189322930105287,2.447316356025009e-230,False,0.2813233270734547,-0.009692517748613367,0.15958546048513675,0.15179416124786882,2.4617481432670256e-30,0.21523984547353103,7.542263290507233e-104,True,1.4926447508721379
avg_token_length,0.13344682426690485,2.865317946579825e-84,0.09193692683851162,1.167131461924049e-85,False,0.28072779103231177,-0.036682825068956613,1.0114302975161453e-07,0.1295301380164895,1.556899392708545e-22,0.18205253917984932,7.772394824397293e-75,True,6.44177822661133
flesch_kincaid_grade,-0.09517018175084405,1.4397354285604628e-43,-0.06374654635297718,3.922816743324746e-42,False,0.27649023020167457,0.001530085130348997,0.8242957153603298,-0.08898739335280781,1.945180359198381e-11,-0.0963848364813975,3.310740420837586e-22,True,13.543267729131214
entity_density,0.2642163485046386,0.0,,,False,,,,,,,,False,
sentence_complexity,-0.2444954902275939,3.32031867185569e-284,,,False,,,,,,,,False,
syllable_density,0.2227620366994511,4.792822307607792e-235,,,False,,,,,,,,False,
token_word_ratio,0.09217666938497307,5.740577699642642e-41,,,False,,,,,,,,False,
